Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z,cost
7856,0.9,Premium,D,SI1,59.4,62.0,4304,6.24,6.19,3.69,6.378827418797137
7857,0.9,Premium,D,SI1,62.7,58.0,4304,6.15,6.09,3.84,1.668895803153242
7858,0.9,Premium,D,SI1,62.6,58.0,4304,6.15,6.11,3.84,5.806590854431999
7859,1.0,Good,H,VS2,63.6,57.0,4305,6.35,6.26,4.01,1.6855678908263072
7860,1.01,Very Good,H,SI1,62.5,58.0,4306,6.35,6.38,3.98,3.7793794024563243
7861,1.01,Very Good,H,SI1,62.3,57.0,4306,6.36,6.42,3.98,6.617166739174953
7862,1.13,Ideal,I,SI2,61.7,57.0,4307,6.59,6.7,4.13,2.491624429472173
7863,1.11,Very Good,E,SI2,62.3,58.0,4307,6.64,6.68,4.15,5.62642175281368
7864,1.07,Very Good,I,SI1,61.8,60.0,4307,6.52,6.56,4.04,2.4930560194028417
7865,1.0,Good,E,SI2,62.1,61.0,4307,6.36,6.4,3.96,7.017763066658312
7866,1.16,Fair,G,SI2,60.1,60.0,4307,6.9,6.72,4.09,2.75407840881825
7867,1.0,Very Good,E,SI2,62.5,59.0,4308,6.31,6.37,3.96,0.1875907717599279
7868,0.98,Premium,F,SI2,61.8,58.0,4308,6.37,6.32,3.92,7.04284266127289
7869,1.01,Premium,E,SI2,58.6,58.0,4308,6.66,6.62,3.89,2.018768859957504
7870,0.9,Very Good,G,VS2,63.1,56.0,4309,6.14,6.04,3.84,8.477378278904524
7871,0.9,Good,G,VS2,63.7,60.0,4309,6.02,5.98,3.82,5.024159554261079
7872,0.9,Good,F,VS2,63.6,59.0,4309,6.06,6.11,3.87,3.292598789029564
7873,0.9,Good,H,VS1,63.5,59.0,4309,6.1,6.13,3.88,7.56972437714433
7874,0.9,Very Good,H,VS1,62.9,58.0,4309,6.06,6.12,3.83,6.1975058046190545
7875,0.9,Very Good,H,VS1,62.1,59.0,4309,6.09,6.14,3.8,4.308667412486318
7876,0.9,Good,F,VS2,63.8,55.0,4309,6.09,6.13,3.9,4.533548584441628
7877,0.9,Premium,H,VS1,62.4,58.0,4309,6.15,6.19,3.85,8.319584106863829
7878,0.91,Good,H,VS2,59.9,61.0,4309,6.18,6.24,3.72,2.4300823254047312
7879,0.9,Premium,G,VS2,61.5,60.0,4309,6.16,6.13,3.78,8.55439038273716
7880,0.92,Ideal,E,SI2,62.6,57.0,4309,6.22,6.18,3.88,4.385944970563235
7881,0.9,Very Good,G,VS2,63.3,54.0,4309,6.19,6.11,3.89,2.5307127983715825
7882,0.9,Fair,G,VS2,65.8,61.0,4309,5.99,5.96,3.93,6.280378727669946
7883,0.9,Ideal,G,VS2,62.4,54.0,4309,6.22,6.19,3.87,8.425287923061394
7884,1.04,Very Good,H,SI1,63.2,57.0,4310,6.45,6.4,4.06,0.3727470744457184
7885,1.21,Premium,F,SI2,62.4,60.0,4310,6.77,6.73,4.21,9.490810137865436
7886,0.66,Very Good,D,VVS2,60.7,59.0,4311,5.6,5.67,3.42,5.114143828512762
7887,1.0,Very Good,E,SI2,61.9,59.0,4311,6.39,6.43,3.97,5.411514624394087
7888,1.0,Very Good,E,SI2,60.7,59.0,4311,6.38,6.44,3.89,0.9783974207180368
7889,1.0,Fair,D,SI2,64.5,54.0,4312,6.34,6.28,4.07,0.6092065864692553
7890,1.0,Very Good,E,SI2,62.2,59.0,4312,6.35,6.38,3.96,4.467122396370032
7891,1.21,Very Good,J,SI1,62.7,57.0,4312,6.72,6.77,4.23,4.3031572182312425
7892,1.0,Very Good,E,SI2,60.6,61.0,4312,6.39,6.44,3.89,2.101857850373615
7893,1.0,Good,E,SI2,63.3,55.0,4312,6.25,6.29,3.97,1.0260718820015735
7894,1.12,Very Good,I,SI1,60.6,60.0,4312,6.73,6.77,4.09,2.7333111734314066
7895,1.1,Good,I,SI1,57.7,60.0,4312,6.82,6.77,3.92,7.515213928124005
7896,1.1,Premium,I,SI1,60.4,61.0,4312,6.73,6.69,4.05,3.6141421087471026
7897,1.0,Fair,H,VVS2,65.3,58.0,4312,6.25,6.18,4.06,1.6281062658823209
7898,1.0,Fair,H,VVS2,65.1,57.0,4312,6.27,6.23,4.07,4.0655335051767105
7899,1.0,Premium,H,VVS2,61.9,61.0,4312,6.36,6.31,3.92,0.8647623595396048
7900,1.0,Fair,G,SI1,64.7,60.0,4312,6.22,6.18,4.01,8.86735263039548
7901,1.0,Fair,F,VS2,68.3,58.0,4312,5.98,5.95,4.08,2.011874445839248
7902,1.0,Good,D,SI1,64.3,62.0,4312,6.18,6.13,3.96,0.25389322055772046
7903,1.0,Ideal,H,SI2,61.4,56.0,4312,6.46,6.41,3.95,7.527694795404614
7904,0.91,Premium,H,VS2,61.8,60.0,4313,6.18,6.22,3.83,6.538025612212933
7905,1.01,Very Good,I,SI1,63.1,57.0,4313,6.32,6.36,4.0,3.8033052113572765
7906,1.06,Ideal,I,SI1,62.2,56.0,4313,6.49,6.53,4.05,4.841929986644154
7907,1.07,Ideal,H,SI2,59.2,57.0,4314,6.7,6.64,3.95,0.847061348045467
7908,0.81,Ideal,E,VS2,62.0,57.0,4314,5.96,5.98,3.7,2.932181267940306
7909,0.9,Ideal,G,SI2,60.7,57.0,4314,6.19,6.33,3.8,2.403105179872517
7910,1.07,Premium,I,SI1,60.7,61.0,4314,6.6,6.55,3.99,4.711081730659373
7911,1.07,Very Good,E,SI1,60.4,63.0,4314,6.67,6.6,4.01,1.8881426716709016
7912,1.03,Very Good,G,SI2,63.0,57.0,4315,6.4,6.42,4.04,7.494137070750098
7913,0.9,Very Good,E,SI1,62.6,58.0,4315,6.11,6.15,3.84,2.4568297283382723
7914,0.9,Very Good,E,SI1,62.6,61.0,4315,6.06,6.11,3.81,0.09304819820596832
7915,0.9,Very Good,E,SI1,63.0,56.0,4315,6.11,6.15,3.86,6.765801999242579
7916,1.15,Ideal,H,SI2,60.5,56.0,4315,6.83,6.8,4.13,3.318044940966993
7917,0.81,Ideal,D,VS2,59.5,60.0,4315,6.08,6.15,3.64,9.373948110583095
7918,1.09,Ideal,I,SI2,60.3,57.0,4315,6.64,6.7,4.02,7.017952165085591
7919,0.9,Good,E,VS2,64.2,59.0,4315,6.02,6.1,3.89,6.106772958611218
7920,1.11,Premium,J,VS2,59.9,60.0,4315,6.78,6.71,4.04,1.5087700200732657
7921,0.91,Very Good,G,VS2,59.5,58.0,4316,6.26,6.34,3.75,6.207512111929532
7922,1.0,Very Good,H,SI2,61.7,55.0,4316,6.4,6.46,3.97,5.372371411128611
7923,1.11,Very Good,J,SI1,62.4,57.7,4316,6.57,6.64,4.12,3.7190759963382702
7924,1.01,Ideal,I,SI1,62.2,56.0,4316,6.35,6.42,3.97,8.900043496160702
7925,1.04,Very Good,H,SI1,63.1,58.0,4316,6.43,6.37,4.04,2.921192598663378
7926,1.04,Premium,H,SI1,62.1,56.0,4316,6.48,6.41,4.01,7.1563969184811675
7927,1.01,Premium,F,SI2,59.6,59.0,4317,6.59,6.52,3.91,5.671156367529887
7928,0.91,Ideal,I,VS2,61.6,55.0,4317,6.21,6.28,3.85,1.412355966014599
7929,0.93,Ideal,H,SI1,61.7,55.0,4317,6.26,6.29,3.87,2.9187556503082734
7930,1.01,Fair,F,SI2,65.3,59.0,4317,6.28,6.24,4.09,7.498302853096491
7931,0.84,Very Good,F,VVS2,60.4,62.0,4318,6.1,6.15,3.7,1.741468401409656
7932,1.08,Premium,G,SI2,60.7,60.0,4318,6.64,6.61,4.02,5.090669736944042
7933,0.9,Ideal,F,SI1,62.0,57.0,4318,6.21,6.25,3.86,2.220571589091308
7934,1.02,Good,D,SI2,61.5,61.0,4318,6.34,6.41,3.92,8.123154428367949
7935,1.08,Premium,G,SI2,59.8,57.0,4318,6.72,6.66,4.0,6.8478176258214365
7936,1.08,Very Good,G,SI2,63.2,57.0,4318,6.54,6.5,4.12,3.284756496595719
7937,1.05,Premium,G,SI2,62.5,60.0,4318,6.5,6.45,4.05,3.9199267171873844
7938,1.05,Premium,G,SI2,61.3,58.0,4318,6.6,6.55,4.03,0.06299283699687352
7939,1.05,Very Good,G,SI2,63.2,54.0,4318,6.52,6.49,4.11,0.17706344722143386
7940,1.05,Premium,G,SI2,61.6,60.0,4318,6.56,6.49,4.02,6.40934847210033
7941,1.02,Premium,F,SI2,60.3,59.0,4318,6.53,6.5,3.93,6.66006074717909
7942,0.84,Premium,E,VS1,59.7,59.0,4318,6.16,6.13,3.67,7.67422137725141
7943,1.02,Very Good,F,SI2,63.0,58.0,4319,6.37,6.43,4.03,5.038471414915194
7944,1.02,Ideal,F,SI2,62.4,57.0,4319,6.4,6.43,4.0,7.261483068228345
7945,1.0,Premium,G,SI2,61.8,58.0,4319,6.39,6.43,3.96,5.58195864024151
7946,1.02,Ideal,H,SI2,60.7,57.0,4319,6.51,6.54,3.96,4.541795193161878
7947,1.07,Premium,F,SI2,58.2,58.0,4319,6.79,6.72,3.93,1.6962107325918119
7948,1.07,Ideal,I,VS2,61.1,57.0,4319,6.66,6.6,4.05,0.6605136873646911
7949,1.16,Premium,G,SI2,62.0,59.0,4320,6.74,6.62,4.14,9.213415558180374
7950,0.9,Very Good,G,SI1,62.4,59.0,4320,6.1,6.15,3.82,6.666892970068168
7951,0.65,Ideal,D,VVS1,61.9,56.0,4320,5.53,5.56,3.43,4.891731810958949
7952,1.01,Premium,H,SI1,62.7,59.0,4320,6.33,6.27,3.95,1.0332148225259241
7953,1.01,Good,H,SI1,60.3,64.0,4320,6.52,6.49,3.92,3.024375703176535
7954,1.01,Premium,H,SI1,60.6,61.0,4320,6.39,6.35,3.86,7.106213769713735
7955,1.45,Fair,F,I1,64.8,67.0,4320,7.16,7.0,4.64,3.9103497283694266
7956,1.07,Very Good,G,SI2,62.9,59.0,4321,6.51,6.58,4.12,5.520859490248985
7957,0.9,Premium,H,VS2,60.4,59.0,4321,6.24,6.27,3.78,0.5884756613663644
7958,1.0,Very Good,E,SI2,59.8,58.0,4321,6.47,6.53,3.89,6.153788183328588
7959,1.0,Very Good,E,SI2,59.6,59.0,4321,6.48,6.51,3.87,4.217645412885085
7960,1.0,Very Good,E,SI2,63.9,57.0,4321,6.24,6.27,4.0,0.92683344576868
7961,1.04,Premium,F,SI2,62.8,55.0,4321,6.48,6.41,4.05,6.761220202661244
7962,1.04,Good,F,SI2,64.2,56.0,4321,6.39,6.36,4.09,0.5981310956941766
7963,1.12,Premium,I,VS2,62.4,58.0,4321,6.63,6.59,4.13,6.3800462813817305
7964,1.06,Good,E,SI2,63.9,60.0,4321,6.45,6.41,4.11,3.9731748088286265
7965,1.09,Very Good,D,SI2,59.2,63.0,4322,6.71,6.67,3.96,5.990103467165536
7966,1.09,Premium,G,SI1,62.5,59.0,4322,6.56,6.53,4.09,0.26418274268083075
7967,1.09,Premium,G,SI1,61.8,59.0,4322,6.59,6.53,4.06,6.503556220503803
7968,1.16,Very Good,J,VS2,63.7,56.0,4323,6.63,6.68,4.24,7.148487619832904
7969,0.7,Ideal,D,VS1,61.4,57.0,4323,5.71,5.76,3.52,4.5299303292799316
7970,0.7,Ideal,D,VS1,61.5,57.0,4323,5.68,5.71,3.5,6.864730762307701
7971,1.04,Ideal,H,SI2,60.3,57.0,4323,6.54,6.59,3.96,0.16837606180907572
7972,0.9,Very Good,H,VS1,62.2,57.0,4324,6.1,6.15,3.81,4.63604465912643
7973,0.9,Very Good,H,VS1,63.2,59.0,4324,6.08,6.11,3.85,1.7576294239346524
7974,0.9,Very Good,H,VS1,62.2,59.0,4324,6.14,6.18,3.83,6.347555561966976
7975,1.17,Premium,F,SI2,59.6,60.0,4324,6.88,6.85,4.09,0.49288109352109366
7976,1.27,Good,F,I1,59.2,64.0,4324,7.06,6.99,4.16,7.829631673696303
7977,0.9,Ideal,F,SI1,60.7,57.0,4324,6.25,6.21,3.78,7.429316962027689
7978,0.93,Very Good,E,SI2,60.5,57.0,4325,6.32,6.37,3.84,9.495359156651935
7979,0.71,Ideal,D,VVS2,61.6,54.0,4325,5.74,5.78,3.55,5.898546509806469
7980,0.68,Ideal,D,VVS1,61.3,57.0,4325,5.66,5.69,3.48,0.34907995598243424
7981,0.84,Ideal,G,VS1,61.8,56.0,4325,6.02,6.11,3.75,5.535772612006165
7982,1.12,Ideal,J,SI2,62.5,57.0,4325,6.63,6.59,4.13,9.157124087186997
7983,1.03,Ideal,H,SI2,61.1,57.0,4325,6.48,6.52,3.97,7.267575289546646
7984,0.92,Ideal,H,SI1,60.5,57.0,4325,6.27,6.32,3.81,2.060885530400668
7985,1.03,Good,H,SI1,63.1,56.0,4326,6.35,6.39,4.02,9.924744965103523
7986,1.03,Very Good,H,SI1,58.6,61.0,4326,6.6,6.64,3.88,9.394441797065534
7987,1.01,Good,G,SI1,63.2,55.0,4326,6.32,6.4,4.02,1.7105353732459727
7988,0.92,Good,F,SI1,64.0,56.0,4326,6.12,6.17,3.93,8.322498622681785
7989,1.03,Premium,I,SI1,62.0,58.0,4326,6.47,6.43,4.0,1.6249328165961252
7990,1.16,Premium,J,SI1,62.2,58.0,4326,6.75,6.68,4.18,3.8891610738635727
7991,1.16,Premium,I,SI2,62.1,58.0,4326,6.78,6.71,4.19,0.5518001075400547
7992,1.03,Very Good,E,SI2,60.7,63.0,4326,6.48,6.44,3.92,7.263531247726117
7993,1.01,Premium,G,SI2,62.4,59.0,4327,6.39,6.34,3.97,1.238168999146374
7994,1.01,Good,G,SI2,63.8,56.0,4327,6.32,6.28,4.02,4.37960509802899
7995,0.92,Very Good,D,SI2,61.6,58.0,4327,6.19,6.22,3.82,3.860770071016928
7996,0.82,Ideal,D,VS2,62.4,54.0,4327,5.99,6.02,3.75,3.745605662293734
7997,1.01,Premium,G,SI2,62.0,58.0,4327,6.41,6.37,3.96,4.349259343699168
7998,1.01,Premium,G,SI2,62.7,58.0,4327,6.44,6.38,4.02,9.76188674987463
7999,1.01,Premium,G,SI2,60.5,58.0,4327,6.55,6.47,3.94,3.0206040488482575
8000,1.01,Premium,G,SI2,61.9,59.0,4327,6.46,6.39,3.98,4.864934613248691
8001,1.01,Ideal,G,SI2,59.6,57.0,4327,6.59,6.54,3.91,3.207432822287146
8002,1.01,Premium,G,SI2,60.1,59.0,4327,6.55,6.46,3.91,3.8195997511176705
8003,1.01,Ideal,G,SI2,60.5,58.0,4327,6.52,6.48,3.93,8.584708990355434
8004,1.01,Premium,G,SI2,60.4,59.0,4327,6.57,6.52,3.95,6.619039713301159
8005,1.01,Premium,G,SI2,62.5,60.0,4327,6.39,6.34,3.98,9.806397377358746
8006,1.01,Premium,G,SI2,61.0,58.0,4327,6.48,6.43,3.94,2.989624836834767
8007,1.01,Premium,G,SI2,60.1,61.0,4327,6.6,6.55,3.95,8.426983202252318
8008,0.9,Very Good,H,VS2,62.3,59.0,4328,6.1,6.17,3.82,2.59033230588496
8009,0.9,Very Good,H,VS1,62.5,58.0,4328,6.08,6.14,3.82,1.605176965154026
8010,1.0,Fair,F,SI1,67.1,57.0,4328,6.06,6.1,4.08,5.138088409811913
8011,1.15,Premium,E,SI2,62.5,58.0,4328,6.72,6.65,4.18,7.755047414566603
8012,1.15,Premium,E,SI2,61.7,60.0,4328,6.78,6.7,4.16,0.2299494135975222
8013,1.03,Fair,I,VS1,57.6,58.0,4328,6.67,6.58,3.81,8.403845322007557
8014,1.03,Premium,E,SI2,61.4,58.0,4328,6.49,6.45,3.97,5.15156082453935
8015,1.5,Fair,I,SI2,70.1,58.0,4328,6.96,6.85,4.84,1.2905148296134106
8016,0.92,Ideal,H,VS1,60.9,57.0,4328,6.33,6.29,3.84,7.966382532979819
8017,1.19,Very Good,J,SI2,63.4,56.8,4329,6.7,6.79,4.27,9.66278628250252
8018,1.04,Premium,D,SI2,58.2,59.0,4330,6.67,6.62,3.87,8.62078473712273
8019,1.01,Premium,E,SI1,61.7,56.0,4330,6.44,6.39,3.96,1.2003563934366945
8020,1.05,Ideal,H,SI2,61.2,57.0,4331,6.55,6.62,4.03,5.159008301752481
8021,1.05,Ideal,H,SI2,61.2,57.0,4331,6.54,6.59,4.02,2.4070262838254033
8022,1.25,Premium,J,SI2,62.3,59.0,4331,6.82,6.86,4.26,2.611303180117198
8023,1.19,Premium,H,SI2,61.9,58.0,4332,6.84,6.77,4.21,4.04259605799337
8024,0.91,Premium,E,SI1,62.1,58.0,4332,6.15,6.18,3.83,0.3663797641543487
8025,1.04,Very Good,H,SI2,60.2,60.0,4332,6.52,6.57,3.94,1.631093875281393
8026,1.01,Very Good,F,SI2,62.2,58.0,4332,6.33,6.38,3.95,9.236140622247147
8027,1.01,Very Good,F,SI2,62.1,58.0,4332,6.35,6.41,3.96,5.4022374544296365
8028,1.06,Ideal,I,SI1,62.8,56.0,4333,6.52,6.47,4.08,1.3231886538167037
8029,1.08,Ideal,H,SI1,62.2,57.0,4333,6.56,6.6,4.09,2.9656517647478173
8030,0.96,Ideal,F,VS1,61.7,56.0,4333,6.4,6.34,3.93,3.3770746676815078
8031,1.0,Premium,F,SI2,62.9,56.0,4333,6.42,6.36,4.02,9.729587593937728
8032,1.0,Premium,F,SI2,59.9,61.0,4333,6.46,6.42,3.86,4.094199724367491
8033,1.0,Premium,F,SI2,61.6,62.0,4333,6.37,6.3,3.9,8.523371539948743
8034,0.91,Very Good,F,SI2,62.5,58.0,4334,6.1,6.16,3.83,9.073751520318735
8035,0.88,Ideal,H,VVS1,62.0,59.0,4334,6.12,6.13,3.8,0.2815209765341353
8036,0.9,Premium,E,VS2,62.9,58.0,4334,6.15,6.12,3.86,9.102726646939258
8037,0.9,Good,D,VS2,62.6,65.0,4334,6.1,6.04,3.8,7.5291836504961465
8038,0.9,Premium,E,SI1,63.0,59.0,4334,6.13,6.1,3.85,0.05591833120085932
8039,0.78,Ideal,D,VS1,62.1,55.0,4336,5.9,5.95,3.68,7.899631793869056
8040,1.01,Ideal,I,SI2,62.5,57.0,4336,6.38,6.45,4.01,7.931176824143602
8041,0.39,Good,J,VS2,63.3,56.0,581,4.6,4.63,2.92,2.019721392258594
8042,0.39,Ideal,J,VS2,61.4,57.0,581,4.66,4.72,2.88,8.947350431009827
8043,0.39,Very Good,G,SI2,62.7,54.0,581,4.64,4.71,2.93,4.802018333751504
8044,0.38,Premium,I,SI1,60.5,58.0,581,4.67,4.72,2.84,2.612416539025939
8045,0.39,Premium,J,VS2,61.3,60.0,581,4.65,4.68,2.86,4.549389883690914
8046,0.25,Ideal,G,VVS1,61.7,56.0,582,4.05,4.07,2.51,4.961701496527716
8047,0.25,Ideal,G,VVS1,62.6,55.0,582,4.03,4.04,2.52,6.824098679190661
8048,0.25,Ideal,G,VVS1,62.6,56.0,582,4.01,4.05,2.52,4.167932858449279
8049,0.31,Ideal,E,SI1,62.1,56.0,582,4.35,4.38,2.71,9.251382701500987
8050,0.25,Ideal,G,IF,61.1,57.0,582,4.06,4.07,2.48,8.977388123626886
8051,0.25,Very Good,F,VVS2,61.2,55.0,583,4.1,4.14,2.52,3.2392040070742043
8052,0.23,Very Good,F,VVS2,61.4,56.0,583,3.94,3.97,2.43,8.59385582768946
8053,0.23,Very Good,F,VVS2,61.5,56.0,583,3.95,4.0,2.44,6.592425068192038
8054,0.23,Very Good,F,VVS2,61.6,57.0,583,3.96,3.99,2.45,6.621464781984682
8055,0.23,Very Good,F,VVS1,61.8,57.0,583,3.94,3.96,2.44,8.59223416148063
8056,0.23,Very Good,F,VVS1,62.3,55.0,583,3.93,3.96,2.46,9.842224270317866
8057,0.23,Very Good,F,VVS1,62.8,54.0,583,3.92,3.94,2.47,0.14550503595507358
8058,0.23,Very Good,E,VVS1,62.4,54.0,583,3.95,3.98,2.47,5.165088075534252
8059,0.23,Very Good,E,VVS1,62.2,57.0,583,3.93,3.96,2.45,3.496258061672518
8060,0.36,Very Good,H,VS2,61.0,55.0,583,4.62,4.66,2.83,4.424961295990098
8061,0.27,Ideal,F,VVS2,60.0,62.0,583,4.21,4.22,2.53,9.081644342271826
8062,0.27,Ideal,F,VS2,61.9,54.0,583,4.14,4.16,2.57,7.103783786389632
8063,0.27,Ideal,F,VS2,61.8,53.0,583,4.18,4.2,2.59,2.851908074881293
8064,0.37,Ideal,F,SI1,61.3,55.0,583,4.61,4.65,2.84,0.5459725704523677
8065,0.37,Premium,J,VS2,61.1,60.0,583,4.63,4.6,2.82,4.843902653839876
8066,0.37,Premium,J,VS2,60.7,60.0,583,4.68,4.65,2.83,9.996549766063815
8067,0.31,Ideal,G,VS1,61.9,55.0,583,4.36,4.37,2.7,5.575917471258656
8068,0.31,Good,G,VS1,63.3,57.0,583,4.28,4.31,2.72,7.877901937710292
8069,0.31,Good,F,VS2,63.5,55.0,583,4.31,4.32,2.74,0.29919833012529207
8070,0.31,Ideal,F,VS2,61.6,56.0,583,4.35,4.38,2.69,4.601933714172665
8071,1.01,Ideal,I,SI2,62.4,57.0,4336,6.37,6.41,3.99,6.161518064541857
8072,0.74,Good,F,VVS1,58.4,60.0,4336,6.03,6.06,3.53,3.25199266507291
8073,1.01,Very Good,J,VS2,60.6,59.0,4337,6.42,6.45,3.9,1.2099626020553267
8074,0.91,Ideal,H,SI1,62.0,56.0,4337,6.19,6.22,3.85,1.3466914391387619
8075,1.21,Premium,I,SI2,59.9,61.0,4337,6.89,6.85,4.11,4.670284572705511
8076,1.01,Very Good,D,SI2,63.1,54.0,4338,6.43,6.37,4.04,0.5762088423004585
8077,1.01,Good,D,SI2,63.6,57.0,4338,6.34,6.3,4.02,6.768045179068959
8078,1.01,Premium,D,SI2,60.8,61.0,4338,6.5,6.45,3.94,0.0870169213051808
8079,1.01,Good,D,SI2,57.6,62.0,4338,6.66,6.56,3.81,1.8082141574709032
8080,1.01,Premium,G,SI1,59.2,59.0,4338,6.58,6.52,3.88,1.0507461982720578
8081,1.23,Premium,J,VS2,58.0,61.0,4338,7.07,7.03,4.09,7.3632258293422925
8082,1.01,Premium,G,SI1,62.6,60.0,4338,6.39,6.35,3.99,6.74074153669874
8083,1.01,Premium,D,SI2,61.8,57.0,4338,6.47,6.42,3.98,8.022817761024145
8084,1.01,Premium,G,SI1,63.0,59.0,4338,6.32,6.27,3.96,9.666218100317343
8085,1.01,Premium,D,SI2,62.6,60.0,4338,6.4,6.37,4.0,3.8147694687001366
8086,1.01,Premium,G,SI1,62.8,59.0,4338,6.33,6.29,3.96,1.1077020239892454
8087,0.72,Very Good,E,VVS1,60.8,58.0,4339,5.79,5.83,3.53,1.9201362421470514
8088,1.01,Good,F,SI1,63.4,55.0,4339,6.35,6.42,4.05,1.0786913109977725
8089,1.01,Good,F,SI1,64.2,58.0,4339,6.24,6.29,4.02,4.263203089783523
8090,1.07,Very Good,G,SI2,64.6,60.0,4340,6.35,6.4,4.12,2.362256646887616
8091,1.0,Premium,F,SI2,61.5,60.0,4340,6.35,6.33,3.9,2.827168816495652
8092,1.25,Premium,I,SI2,60.1,60.0,4340,6.99,6.95,4.19,3.726798858860035
8093,1.25,Premium,G,SI2,61.1,58.0,4340,6.96,6.91,4.24,6.181936989310813
8094,1.02,Very Good,H,SI2,62.6,57.0,4341,6.42,6.46,4.03,5.158458097643431
8095,0.7,Ideal,F,VVS1,62.4,55.0,4341,5.65,5.69,3.54,6.027438744495024
8096,1.02,Premium,G,SI1,61.3,58.0,4341,6.47,6.45,3.96,1.1318277704626645
8097,0.95,Premium,D,SI2,60.1,61.0,4341,6.37,6.35,3.82,4.243852253355005
8098,1.08,Ideal,H,SI2,62.1,56.0,4344,6.54,6.6,4.08,2.9923230536220524
8099,1.04,Ideal,I,SI1,61.7,57.0,4344,6.49,6.54,4.02,4.399000662561756
8100,0.91,Good,E,VS2,63.1,58.0,4345,6.13,6.19,3.89,4.303763401603931
8101,1.52,Premium,G,I1,62.3,60.0,4345,7.34,7.28,4.56,2.054691765254625
8102,1.01,Very Good,J,SI1,61.9,58.0,4346,6.36,6.4,3.95,9.627753254153678
8103,1.2,Good,D,I1,63.6,60.0,4346,6.72,6.67,4.26,6.411825601030983
8104,1.03,Ideal,J,SI2,60.6,56.0,4347,6.58,6.57,3.99,6.469547752105873
8105,1.15,Premium,J,SI1,62.3,55.0,4347,6.76,6.66,4.18,8.154247753611934
8106,1.15,Premium,I,SI2,62.6,57.0,4347,6.73,6.69,4.2,5.397813006437872
8107,1.15,Ideal,J,SI1,61.8,57.0,4347,6.73,6.67,4.14,3.2651766388830303
8108,1.02,Very Good,H,SI1,62.8,59.0,4348,6.33,6.38,3.99,0.5523087357540202
8109,1.0,Very Good,D,SI2,62.3,56.0,4348,6.33,6.39,3.96,1.2304407941409734
8110,1.13,Very Good,I,VS2,61.6,57.0,4348,6.73,6.78,4.16,7.960974362396678
8111,1.01,Premium,H,VS2,58.1,60.0,4348,6.61,6.55,3.82,3.777453631008081
8112,1.09,Very Good,H,SI2,60.9,57.0,4349,6.64,6.69,4.06,7.447247956452551
8113,1.13,Premium,H,SI2,59.4,58.0,4350,6.74,6.8,4.02,5.237926501963389
8114,0.92,Premium,D,SI1,62.3,58.0,4350,6.21,6.27,3.89,2.3362611120882857
8115,0.78,Ideal,D,VS1,62.2,57.0,4350,5.86,5.9,3.66,7.479352339371628
8116,1.01,Ideal,G,SI2,62.1,57.0,4350,6.48,6.44,4.01,4.932968842501056
8117,0.93,Very Good,H,VS2,62.8,59.0,4351,6.13,6.16,3.86,8.661089585732258
8118,0.9,Ideal,D,SI1,61.6,56.0,4351,6.19,6.21,3.82,4.013004352988271
8119,1.01,Very Good,E,SI2,60.4,60.0,4352,6.48,6.57,3.94,5.489688985682956
8120,0.91,Premium,D,SI1,63.0,59.0,4352,6.15,6.11,3.86,3.506690437243034
8121,1.34,Very Good,H,SI2,61.1,63.0,4352,7.08,7.01,4.3,0.5552404192258142
8122,1.18,Very Good,J,SI2,62.2,58.0,4353,6.74,6.79,4.21,1.5760313281800886
8123,1.27,Premium,G,SI2,62.4,56.0,4353,6.93,6.88,4.32,9.06347675766727
8124,1.02,Ideal,H,SI2,61.9,56.0,4353,6.47,6.51,4.02,8.893755417220783
8125,0.9,Good,E,VS1,64.8,54.0,4353,6.12,6.07,3.95,9.796332253674759
8126,1.02,Very Good,J,VS2,63.9,57.9,4354,6.28,6.33,4.03,7.473351898934888
8127,1.1,Premium,H,SI1,62.1,58.0,4354,6.61,6.59,4.1,3.587364199663986
8128,1.05,Premium,F,SI2,60.4,57.0,4354,6.61,6.54,3.97,5.492955657514812
8129,1.08,Ideal,I,SI1,61.4,57.0,4355,6.67,6.62,4.08,2.765928074864897
8130,0.9,Premium,H,VS2,61.2,61.0,4355,6.18,6.08,3.75,4.783463454284255
8131,1.01,Ideal,E,SI2,62.1,56.0,4355,6.39,6.43,3.98,9.320060104723227
8132,1.01,Premium,E,SI2,62.5,60.0,4355,6.39,6.42,4.0,9.429022753715024
8133,1.01,Very Good,E,SI2,61.8,56.0,4355,6.42,6.5,3.99,2.5237489384520995
8134,1.01,Very Good,E,SI2,62.4,58.0,4355,6.36,6.42,3.99,9.826102373865709
8135,1.01,Very Good,E,SI2,59.6,61.0,4355,6.56,6.59,3.92,0.9255018051745412
8136,1.01,Very Good,E,SI2,62.8,57.0,4355,6.35,6.38,4.0,0.7462920329483624
8137,1.01,Good,E,SI2,63.3,58.0,4355,6.37,6.39,4.04,4.719296418083249
8138,1.01,Very Good,F,SI2,63.4,56.0,4355,6.4,6.34,4.04,3.817830320923968
8139,1.01,Premium,I,SI1,62.3,58.0,4355,6.44,6.4,4.0,7.554621475068609
8140,0.97,Good,I,VS2,64.5,61.0,4355,6.16,6.21,3.99,4.466820497233943
8141,0.9,Premium,H,VVS2,60.3,61.0,4355,6.25,6.22,3.76,2.1423488298024695
